FilmID	ReviewID	SentenceID	Sentence	Label
9	1	38	osim johnson, u „madame web” glume tahar rahim (glumac oskarovskog kalibra sveden na ispraznog zlikovca dubiozne motivacije), sidney „svijet je poludio za mnom zbog mog izgleda” sweeney, adam scott (koji nas je oduševio u „parkovi i zabava”, a koji je ovdje jedina svijetla točka filma), isabela merced (koju ćemo uskoro gledati kao hawkgirl u filmu „superman” i kojoj je ovo samo odskočna daska prema boljoj budućnosti), mike epps (koji pokazuje da je promašio karijeru stand-up komičara jer mu je komički tajming užasan) i neki drugi ljudi.	3
9	1	39	i za kraj, ovaj film možete pronaći na svakom boljem odlagalištu otpada!	4
9	1	40	navali, narode!	4
9	2	1	pazi svijete, madame web (lik) je mlada, nije slijepa i društveno je neugodna!	3
9	2	2	zapravo, madame web (film) donosi tako novi pogled na cassandru webb i toliko drugih marvelovih likova da se vjerojatno uopće ne bi trebao zvati madame web!	4
9	2	3	odvajajući svoje likove i njihovo podrijetlo od njihovih pandana iz stripa, ovo je film koji donosi osnovne odluke u dijalogu i strukturi, i osjeća se zaglavljenim u godini u kojoj je smješten, 2003.	2
9	2	4	ponekad je to dobra stvar!	0
9	2	5	ali najčešće je jako loše.	2
9	2	6	madame web je rasipanje talenta, slaba izvedba svoje uobraženosti i previše je usredotočena na obitelj prijateljskog susjedskog puzača po zidovima čija mreža uistinu povezuje ovaj raštrkani filmski svemir.	2
9	2	7	u traileru za madame web, cassie webb (dakota johnson) prisjeća se da je njezina majka proučavala paukove u amazoni neposredno prije smrti.	1
9	2	8	iako je ova činjenica o constance webb (kerry bishé) brzo postala poenta, cassie zapravo ima dobar razlog da bude fiksirana njome: naposljetku, njezina je majka umrla na tom putovanju, a ona je još uvijek bila trudna s cassie!	1
9	2	9	iako constance umire od poroda, njezina kći preživljava uz pomoć las arañasa (poznatih i kao ljudi pauci) i njihovih super ljekovitih paukova.	1
9	2	10	zbog incidenta se odrasla cassie osjeća napušteno, ljutito i puno prezira, a kao rezultat toga drži druge ljude podalje.	1
9	2	11	ni ne zna da joj je las arañas podario vidovitost koja će je navesti da usvoji leglo drugih paukova koji također nemaju mrežu koju bi mogli nazvati domom.	1
9	2	12	o cassie dobivamo vrlo malo pozadinskih informacija: ona je bolničarka iz new yorka koja voli american idol i kinesku hranu, ali mrzi obiteljske stvari.	1
9	2	13	(opet, problemi napuštanja.)	1
9	2	14	proizvod sustava udomiteljstva (bez objašnjenja kako se vratila u sjedinjene države iz amazone), ona tvrdi da je ispala dobro, ali dobro je više kao preživljavanje na razini površine s tvrdom ljuskom.	4
9	2	15	a ispod te tvrde ljuske?	1
9	2	16	samo malo manje tvrda školjka?	2
9	2	17	cassie je usamljenica s užasnim ponašanjem pored kreveta – ali izvan profesionalnih okvira, johnson je savršeno odabran za ulogu.	3
9	2	18	ona posjeduje cassienu nespretnost i nezainteresiranost za ugađanje drugim likovima.	0
9	2	19	predviđam da će johnsonova isporuka standardnih odgovora i nezgrapno izlaganje nastaviti živjeti u glavama terminally onlinea – vrijedno je napomenuti da samo dio retka o “proučavanju pauka u amazonu” ulazi u konačni dio – ali ona je stvorena za ovu ulogu nevoljke majke.	3
9	2	20	ton madame web neugodno se uklapa između psihološkog trilera i roadtrip drame o odrastanju, ali dosjetke i vizualni humor, poput cassienog pokušaja da se penje po zidovima.	3
9	2	21	ovo je film u kojem radnju pokreće muškarac koji pokušava ubiti tri buduće žene pauke na vrlo nasilne načine!	1
9	2	22	koliko god divne pokušavale biti sa scenarijem koji im je dan, sydney sweeney, isabel merced i celeste o’connor portretiraju osnovne, neusklađene arhetipove.	3
9	2	23	sweeneyjeva julia carpenter je krotka i zabrinuta, traži istu vrstu podrške i potvrde kao lik kojeg glumi u euphoriji.	1
9	2	24	mercedova anya je inteligentna, pronicljiva i oprezna prema novim ljudima, ali se na kraju opusti.	1
9	2	25	franklinova mattie je otvorena, impulzivna i buntovna.	1
9	2	26	to su mlade žene koje s cassie dijele iskustvo napuštenosti i prisiljene brinuti se same za sebe.	1
9	2	27	nakon što su se povukli unutra, oni se okupljaju kako bi pronašli neki privid obitelji – emocionalni luk za koji bih volio da ga madame web dublje istraži i iz perspektive svakog lika, umjesto da se dijeli jedan po jedan kada su žetoni posustali.	2
9	2	28	to je depresivna motivacija, ali takva koja nije uobičajena u filmovima o superherojima.	1
9	2	29	iako je to prava šteta, cijenim smjer da ove djevojke pronađu ispunjenje jedna u drugoj, čak i ako nije u potpunosti razvijen.	3
9	2	30	madame web bi mogla komentirati kako su djevojčice prisiljene odrastati u mladoj dobi, dok se muškarci nasiljem i manipulacijom bune protiv ovog pokazivanja zrelosti.	1
9	2	31	ali za to biste se morali jako potruditi.	2
9	2	32	naravno, negativac madame web ezekiel sims (tahar rahim) uklapa se u ovaj kalup, on želi ubiti juliju, anyu i mattie!	1
9	2	33	ali isto tako znamo da je on loš momak jer ima najopćenitiju moć negativca, bogatstvo, proračunatu tehničku čarobnicu (zosia mamet kao amaria) i krajnje uštogljen i generički negativčev dijalog, od čega većina rahima osjeća kao da razgovara sa svojim kolegama, a ne s njima.	2
9	2	34	jer ako postoji jedna stvar koju će ezekiel sims učiniti, to je da vas podsjeti da je došao ni iz čega.	1
9	2	35	nastao je ni iz čega i nitko mu neće uzeti sve za što je radio!	1
9	2	36	ako postoji još nešto što će ezekiel sims učiniti, to je da neće nositi obuću u njujorškim uličicama ili na željezničkim stanicama, što je uznemirujuće.	2
9	2	37	no, kao i o svakom drugom glavnom liku u madame webu, o ezekielu uvijek dobivamo samo najosnovnije informacije, ne znamo koje su njegove strasti niti njegova svrha života.	2
9	2	38	bio je proklet noćnim morama svoje smrti, ali je li postao ležerno zao tip samo kako bi izbjegao napad i ubojstvo žena-pauka?	1
9	2	39	ima li ikakvu tehnologiju ili istraživanje koje provodi kako bi pokazao da barem pokušava preživjeti izvanrednim sredstvima?	1
9	2	40	madame web ima mnogo toga u gotovo dvosatnom trajanju kada to stvarno, stvarno ne treba.	2
9	2	41	ima čudan tempo i odabire pogrešne stvari na koje se treba usredotočiti – poput cassienog kolege s posla bena parkera (adam scott) i njegove trudne šogorice mary parker (emma roberts).	2
9	2	42	gdje se nalazi maryin suprug i benin brat, richard, nije poznato, ali njegova odsutnost čini ga poput mrtvog budućeg oca, što je nenamjerno urnebesno na tužan način jer se radnja filma odvija tijekom možda tri tjedna?	4
9	2	43	sama cassie putuje u peru na tjedan dana kako bi dobila odgovore od las arañasa i vraća se u vrijeme kada je spider-manov tata, gdje god da je, dovraga, još uvijek otišao na svoje putovanje?	4
9	2	44	uključivanje bena i mary je iskreno besmisleno.	2
9	2	45	venom je kao lik neraskidivo vezan za spider-mana, ali ti filmovi uspijevaju ispričati priče bez njega.	1
9	2	46	ne trebaju nam spider-movies koji parkere čine skywalkerima sonyjevog spider-man svemira.	2
9	2	47	madame web pokazuje da su spider-people stvoreni na toliko različitih načina, pa zašto pokušavati retroaktivno uvući ne samog spider-mana, već njegove rođake?	2
9	2	48	prirodnija veza s filmom o spider-manu postoji u glavnim obračunima madame web koji se odvijaju u vlakovima i na krovovima, i svim kreativnim pomicanjem, tkanjem i krivim smjerom koje takve postavke zahtijevaju.	3
9	2	49	možete reći da su mnogi efekti i setovi u ovim scenama praktični, što je lijepo i zapravo čini da film izgleda kao da se odvija 2003.(besplatno).	0
9	2	50	sekvenca podzemne željeznice koja se često pojavljuje u najavama prvi je put da cassie uistinu poduzima akciju kako bi spriječila smrt nakon što je bombardirana vizijama za vizijama dok svaka od djevojaka ulazi u vlak.	1
9	2	51	to je nalet vizija, vizija u stvarnom vremenu, ponavljanje koje dezorijentira i cassie i gledatelja.	1
9	2	52	prikaz tih vizija i mističnog carstva cassiene mreže koja se neprestano povezuje najkreativniji je element madame web.	0
9	2	53	ravnatelj s.j. clarkson posuđuje neke stilske izbore iz svog rada na netflixovoj anatomiji skandala: korištenje leća s dioptrijom i nekih praktičnih vratolomija (koje su se činile malo previše apstraktnim za jednostavnu pravnu dramsku seriju) ovdje funkcionira kako bi se komunicirala cassiena vidovitost, mucanje i usporavanje radnje na ekranu oponašati način na koji zalutala misao ili sjećanje prolaze kroz um.	1
9	2	54	unatoč mojim problemima sa zbrkanim tonom madame web, ne mogu previše odmahivati glavom na film koji izvlači akcijsku sekvencu tempiranu na toxic britney spears.	3
9	2	55	zagolicala me činjenica da je scena isprekidana cassienim udarcem ukradenog taksija u zalogajnicu.	0
9	2	56	bez obzira na fizičke sposobnosti koje cassie nije stekla zbog ugriza pauka, nadoknađuje svojom vožnjom vozila hitne pomoći.	1
9	2	57	njezin izbor je bilo koje motorno vozilo, a ona će ti sjebati sranje.	4
9	2	58	odvesti se s drugog kata garaže?	4
9	2	59	nema problema.	4
9	2	60	dovedite dakotu johnson u vozilo hitne pomoći 2, michael bay!	4
9	2	61	na mnoge površinske načine, madame web se doima kao sonyjev doctor strange.	1
9	2	62	abrazivni, medicinski stručnjak upada u nesreću koja im (izravno ili neizravno) omogućuje da vide izvan prirodnih granica naše stvarnosti.	1
9	2	63	oba filma imaju trenutak kada je astralna projekcija protagonista izbačena iz njihovog fizičkog tijela.	1
9	2	64	suočavaju se s protivnicima na mentalnom terenu.	1
9	2	65	i u nekom trenutku se udružuju s mladima iako to definitivno jesu!	1
9	2	66	ne!	4
9	2	67	dadilje!	4
9	2	68	međutim, pristupi za uvođenje takvog lika sa složenim skupom moći su jako različiti.	1
9	2	69	nakon udruživanja svih žena u the marvels, gdje naša tri međusobno povezana heroja rade zajedno kako bi se suočili sa zajedničkim neprijateljem, nadala sam se da će madame web isporučiti još jednu zabavnu, opaku priču o ženama koje se povezuju oko svojih sposobnosti i uče kako raditi zajedno unatoč njihove razlike.	1
9	2	70	međutim, to nam samo daje naslutiti koliko će cool i moćne cassie, julia, anya i mattie na kraju biti.	0
9	2	71	uzimajući u obzir da je to više od polovice glavnih likova u ovom filmu, to je totalno uzalud priča.	2
9	2	72	nikada se ne uklapaju u madame web, niti dobivaju moći koje će dobiti.	2
9	2	73	koja je bila svrha svega ovoga?	2
9	2	74	ovo izgleda kao nastavak priče.	1
9	2	75	i dok je nastavak manje zajamčen u odnosu na sonyjev spider-man universe, madam web je barem mogla pokušati ispričati priču koja ostavlja publiku da želi saznati više ili ostavlja osjećaj povezanosti s ovim likom.	2
9	3	1	spojite li katastrofične kreativne rezultate nedavnog ‘antmana’ ‘morbiusa’ i recentnijih ‘marvelsa‘, a u namjeri pokušate dozvati ‘deadpoola’ za žensku publiku s potpunim izostankom humora – dobivate najnoviji marvelov podbačaj u potrazi za produkcijom sve više i više eksploatiranih superjunaka iz svog bogatog portfolija.	2
9	3	2	zapravo je filmofilski zanimljivo promatrati kako se producentski dopušta pustiti takav film u premijerni život i proučavati koliko se marketingom i pr-om mogu zakrpati sadržajne rupe samog filma.	4
9	3	3	kao što im pandani dc comics imaju jednog ‘green lanterna’ u kojem je ryan reynolds preživio katastrofičnost filma, tako ‘madame web’ ima svoju svijetlu točku samo u praćenju glavne role dakote johnson koja iz ničega treba zavaljati nešto bar gledljivo.	3
9	3	4	ono što je trebao biti superherojski feministički ep, ispala je superfantastična bedastoća u kojoj se cassandra webb, bolničarka na manhattanu, suočava nakon nde iskustva flashbackovima sa svojom prošlošću, ne bi li spasila tri mlade djevojke koje progoni zli ezekiel, lik koji je s njenom majkom istraživao paukove po peruanskim prašumama svojedobno.	2
9	3	5	kompilacija logičkih i scenarističko dramaturških nonsensa teško shvatljivim i probavljivim iole nezahtjevnoj publici navikloj na bombardiranje i izlaganje svakojakim nonsensima.	2
9	3	6	također je zanimljivo promatrati prekrasnu dakotu johnson kako na svojim plećima nosi još jedan kreativni flop nakon kritičarski izmasakrirane trilogije na bazi 50 nijansi sive.	4
9	3	7	kći dona johnsona i melanie griffith s razlogom je plijenila pažnju svojom haljinom na premijeri više nego se pričalo o filmu.	3
9	3	8	ima nešto silno toplo u tim okama i pogledu te svojevrsnoj nonšalanciji pri tumaču uloge.	0
9	3	9	bez obzira radila u indie filmovima i malim offbeat djelima (how to be single, 5 year engagement, lost daughter, bad times at el royal, …) ili kad u ovom superhero akciću madame web lupa kontru spidermanu.	1
9	3	10	film je traljav u svim autorskim segmentima.	2
9	3	11	scenarij je kompilacija stereotipnih klišeja, dijalog lista su fraze koje ne spajaju ni natruhe smisla ni logike pri pokušajima dramatičnosti, režijski se šlepa između dvojbenih cgi momenata i live akcije, jedino što preostaje je koncentracija na osnovi simpatije prema dakoti johnson i popustljivosti da u njenoj interpretaciji vidite zabavu ili podnošljivost.	3
9	3	12	ostalo, uz znatne pokušaje popuštanja – ne postoji.	2
10	1	1	iako je imao izlete u druge žanrove (što nas ne ubije), znak raspoznavanja iliti pogonsko gorivo redateljske karijere urugvajskog filmaša fedea alvareza je horor.	1
10	1	2	godine 2013. alvarez je snimio dugometražni prvijenac – riječ je o remakeu kultnog horora “zla smrt”.	1
10	1	3	nova je verzija ostvarila dobre komercijalne rezultate i solidan prijem kod kritike.	0
10	1	4	nakon filma alvarez je napravio izlet u svijet serija (epizoda “od sumraka do zore”) da bi 2016. godine stigao najveći hit dosadašnje redateljeve karijere – ne diši je postigao ogroman komercijalan uspjeh (10 milijuna uloženih u film donijelo skoro 160 milijuna zarade na svjetskim kino blagajnama).	0
10	1	5	“ne diši” je kombinacija trilera i horora i riječ je o uspjelom filmu kojem su glavne vrline napetost i vrlo uvjerljiv prikaz klaustrofobičnog ugođaja.	0
10	1	6	nakon “ne diši” uslijedio je spomenuti “što nas ne ubije” te devet epizoda serije “calls”.	1
10	1	7	nakon toga redatelj se okrenuo najvećom izazovu karijere – “alien” filmu kojeg je potpisao kao redatelj i jedan od scenarista (pod budnim okom producenta ridleyja scotta).	1
10	1	8	radnja filma “alien: romulus” smještena je u razdoblje između događaja u alienu i aliensima.	1
10	1	9	u želji za boljim životom mlađahna rain i njen pratitelj, prijatelj ili nešto poput brata (“poput” zbog činjenice kako je riječ o umjetnoj inteligenciji) andy postaju dio ekipe koja želi ukrasti prijevozno sredstvo i krenuti na put kojem je cilj planet gdje se, navodno, nude bolji uvjeti života (“romulus” daje društveno-socijalni komentar).	1
10	1	10	rain i ekipa stižu na svemirsku postaju, ali tamo, pogađate, stvari nisu onakve kakvim se isprva čine niti je postaja napuštena.	1
10	1	11	na postaji se nalaze oblici nepoznatog oblika života koji nisu prijateljski raspoloženi.	1
10	1	12	da, riječ je o ksenomorfima…	1
10	1	13	za razliku od nekoliko prethodnih filmova franšize (prometej, alien: savez) koji nisu oduševili filmsku publiku odnosno ljubitelje alien filmova, fede alvarez je inspiraciju za “romulus” u potpunosti pronašao u uvodnim, istovremeno i najboljim filmovima serijala.	3
10	1	14	“alien i aliens snaga su, inspiracija i uzor “romulusu”.	1
10	1	15	redatelj kombinira motive spomenutih filmova – postoje detalji filma koji podsjećaju na prvi film (klaustrofobično, jezivo okruženje u kojem se nalaze glavni, ljudski, protagonisti “romulusa”), ali i na “aliens” (nije riječ o jednom, skrivenom ksenofmorfu koji eliminira pripadnike ljudske vrste već je riječ o… čitavoj postrojbi ksenomorfa).	1
10	1	16	alvarez je, također, dodao i neke nove ideje koje nisu do kraja objašnjene i razrađene – nema sumnje kako je ambicija “romulusa” nastavak (ili nastavci).	1
10	1	17	hoće li se dogoditi?	1
10	1	18	saznat ćemo uskoro… “romulus” je intenzivniji i zanimljiviji film od “prometeja” i “saveza”.	0
10	1	19	u redu, superiornost spomenutim filmovima nije redateljsko-scenaristički domet koji će promijeniti povijest sedme umjetnosti, ali film, unatoč u trenucima kaotičnoj i zbunjujućoj, priči solidno funkcionira.	3
10	1	20	alvarez kombinira horor i akciju, ne zaboravlja pozadinsku priču odnosno korporativnu zavjeru važnu za filmove o ksenomorfu.	0
10	1	21	kada je riječ o napetosti i neizvjesnosti “romulus” je inferioran “alienu” i “aliensu” – redatelj pokušava nadoknaditi nedostatak napetosti i iznenađenja novim rješenjima (bestežinski obračun…) i krvavijim scenama.	2
10	1	22	u potpunosti nije uspio, ali barem nije reciklirao stare ideje već je alien filmskoj priči donio nešto novo.	3
10	1	23	film vizualno izvrsno izgleda – scenografija je, većinom, vrlo detaljno i uvjerljivo izrađena (u mnogim je trenucima inspirirana prethodnim, u tekstu spomenutim, alien filmovima).	0
10	1	24	puno je pažnje posvećeno izgledu ksenomorfa – od odraslog primjerka do scena kada je ksenomorf na početku postojanja.	0
10	1	25	“romulus” je film u kojem su računalni efekti korišteni u, za današnje blockbuster standarde, vrlo malo trenutaka.	1
10	1	26	pristup koji treba pozdraviti jer čitavoj priči daje dozu autentičnosti i uvjerljivosti.	0
10	1	27	protagonisti filma pripadaju mlađoj generaciji.	1
10	1	28	riječ o dvadesetogodišnjacima – alvarez je i kroz mladost likova  priču o ksenomorfu želio približiti novim, mlađim generacijama te pokazati kako se i mlađa ekipa može suočiti s nevjerojatnim užasom i smrtnom prijetnjom.	1
10	1	29	dio filma koji ne funkcionira na pravi način, zapravo funkcionira u rijetkim trenucima.	3
10	1	30	nije problem u godinama, problem je u nedostatku karizme i osobnosti kod većine likova (time je i empatija gledatelja prema protagonistima bitno smanjena).	2
10	1	31	likovi su prilično bezlični – uz izuzetak rain (programirana kao nova ripley – kod nje se mogu pronaći tragovi karizme) ostali likovi zaboravljaju se u trenutku izlaska iz kino dvorane.	3
10	1	32	za razliku od ratnice vasquez; bishopa ili hicksa.	0
10	1	33	u odnosu na filmove “prometej” i “alien: savez”, “romulus” je korak naprijed kada je o riječ o filmovima alien franšize.	0
10	1	34	fede alvarez vraća se na početak priče – inspiraciju za film pronalazi u najboljim filmovima serijala i stvara pristojan alien film.	0
10	1	35	“alien” i “aliens” ostaju nedostižni, ali “romulus”, unatoč problemima, ima dovoljno razloga za gledanje na velikom ekranu.	3
10	1	36	posljednji trenuci filma sugeriraju nastavak o kojem će odlučiti rezultati na svjetskim kino blagajnama… 	1
10	2	1	kad bih radio listu omiljenih redatelja mlađe generacije, onda bi mi fede alvarez definitvno bio u samom vrhu.	0
10	2	2	fede je filmaš čiji rad baš cijenim, i to prije svega jer gotovo u svakom svom filmu, posebice kada su u pitanju horori „don’t breathe“ ili „evil dead“, kod gledatelja uspije izazvati osjećaj napetosti, toliko bitan za horor žanr.	0
10	2	3	u tom pogledu moram reći kako sam s oduševljenjem dočekao vijest kako će upravo alvarez režirati „alien: romulus“, najnoviji film, sedmi iz kultne franšize „alien“, odnosno ako bismo računali i dva „crossover filma, „alien vs predator“ i „alien vs predator: requiem“, ukupno deveti.	0
10	2	4	no, nekako se čini kako su među obožavateljima cijenjena samo prva dva naslova pod redateljskim palicama dvojice filmskih gromada ridleya scotta (alien) i jamesa camerona (aliens), tako da vjerujem kako će obožavatelje razveseliti vijest kako će se radnja alvarezovog filma događati u razdoblju između aliena i aliensa.	0
10	2	5	ako je suditi po tek objavljenom traileru, čini se kako je alvarez želio zadržati ton, stil i atmosferu koju su u svojim filmovima imali cameron i scott.	1
10	2	6	ono što svakako veseli definitivno je činjenica kako je alvarez itekako blizak horor žanru, tako da očekujem od njega u ovom filmu neki pamtljiv trenutak koji će izazvati pravu jeza reakciju, barem približno onoj koju su u originalu osjetili gledatelji scottovog klasika, i to kroz jednu od najpoznatijih filmskih scena u povijesti.	0
10	2	7	izgleda kako nas upravo to i očekuje s obzirom na to da je glavna glumica filma, isabela merced, izjavila kako je na snimanju posebno bila zgrožena s jednom scenom, a koju ekipa sa seta nije mogla niti gledati.	1
10	2	8	upravo se na tu scenu i aludira i u uvodnom kadru kojeg vidimo u traileru.	1
10	2	9	od ostalih glumačkih imena koje ćemo vidjeti u filmu svakako treba izdvojiti cailee spaeny, davida jonssona, archieja renauxa, spikea fearnana i aileen wu.	1
10	2	10	„u svemiru te nitko ne može čuti kad vrištiš.“	1
10	2	11	rečenica koja je „vrištala“ s plakata originalnog filma doslovno se može osjetiti i u najavi za „romulus“.	1
10	2	12	nadu u optimizam nudi i suradnja koju je alvarez imao s ridleyjem scottom kao producentom filma, dok mu je james cameron dao i neke jako korisne savjete kada je u pitanju scenarij.	0
10	2	13	zato i ne čudi što „vrisak koji se ne čuje“ postaje snažniji dok nas kamera vodi kroz tamom okupane hodnike ovog uistinu napetog teasera.	0
10	2	14	čini mi se kako se alvarez želio vratiti staroj školi horora, a uz sve to povezati elemente trilera koji je krasio nastavak, a posebice treći, za mene nedovoljno hvaljeni fincherov „alien 3“.	0
10	2	15	ako još tome dodamo moderni redateljski potpis kojeg alvarez neosporno ima, možemo se samo nadati kako ćemo na kraju dobiti kombinaciju koja će nas natjerati na vrisak straha u kino dvorani.	0
10	3	1	izvorni filmovi serija “alien” poslužili su kao odskočna daska u karijerama raznih generacija redatelja, od originalnog autora i “čuvara” franšize, dugovječnog ridleyja scotta, preko megauspješnoga jamesa camerona pa do povremeno genijalnog davida finchera.	0
10	3	2	čak će i jean-pierre jeunet daleko najslabijim izdanjem prvog niza (onog sa sigourney weaver), s “alien resurrection” 1997. napravili holivudski iskorak prije nego očara svijet šarmantnom “amelie” četiri godine kasnije.	3
10	3	3	tom popisu moglo se pridružiti i ime južnoafričkog vizionara neilla blomkampa (“district 9”), koji je već bio pripremio nacrte i ideje za peti unos u serijal, no od toga se odustalo, a meandrirajući ridley scott ponovno je uzde uzeo u svoje ruke i snimio dva prednastavka koja su naširoko dočekana na nož kod kritike i publike, pa je od “alien: covenant” ponovno trebalo proći sedam godina do sljedećeg pokušaja reboota franšize.	1
10	3	4	zadatak je ovaj put predan u ruke urugvajskom redatelju fedeu álvarezu, autoru koji se proslavio vlastitim uratkom “don’t breathe” i (kao scenarist) njegovim manje sjajnim nastavkom, ali je osim toga postao i ključni rebooter nekad slavnih serijala.	1
10	3	5	tu je zadaću vršio katkad dobro (“evil dead” iz 2013.), katkad manje dobro (“the girl in the spider’s web” i neflixov užasni “texas chainsaw massacre” iz dana pandemije koji nije režirao, ali je ovaj nastao prema njegovoj priči), pa je naslijepo bilo teško odrediti kako će se snaći u franšizi toliko voljenoj i popularnoj kao što je “alien”.	3
10	3	6	bez mnogo okolišanja, možemo reći da mu je uspjelo.	0
10	3	7	za razliku od scottovih prednastavaka, fede pred sobom ima vrlo jednostavan i pravocrtan sinopsis koji se vjerojatno može ispričati u jednoj rečenici.	1
10	3	8	rudarica rain (cailee spaeny iz “priscille” i “civil war“) i njezin brother figure sintetički drug andy (david jonsson) pridružuju se njezinim prijateljima koji imaju plan iz napuštene svemirske stanice otuđiti krioničke kapsule i pobjeći na obližnji planet.	1
10	3	9	ono što ne znaju jest to da postaja krije neželjeno društvo ksenomorfa koji će dati sve od sebe da osujete njihovo putovanje u bolji život.	1
10	3	10	kao tako mnogo filmova, i “alien: romulus” služi kao tzv. legacy sequel izvornika, film koji može funkcionirati samostalno, ali je cijelim nizom detalja (nebitnih za praćenje radnje) vezan za svijet prethodnih filmova.	1
10	3	11	u slučaju “romulusa”, radnja se odvija između prvih dvaju kultnih poglavlja sf/horor sage, scottovog hermetičkog svemirskog slashera i cameronovog akcijskog spektakla, te álvarezov film svjesno ističe elemente oba navedena.	1
10	3	12	pogotovo je vezan na originalni film iz 1979. s obrzirom na činjenicu da se gotovo cijela radnja odvija u naslovnome brodu.	1
10	3	13	ovdje treba pohvaliti određene tehničke aspekte filma, od briljantne scenografije naaman marshalla čiji brodovi i strojevi djeluju nevjerojatno realistično, do vješte montaže jakea robertsa.	0
10	3	14	sjajno je kako álvarez tehnologiju daleke budućnosti nastavlja prikazivati s istim onim ograničenjima koja je scott imao prije 45 godina i kako fenomenalno koristi praktične efekte u doba kad loš cgi postaje pretežak teret tolikim drugim filmovima.	0
10	3	15	iznimka tome je jedan loše kompjuterski generirani lik koji služi kao poveznica s izvornikom i toliko odudara od ostatka filma da se možemo s pravom pitati kome je uopće i zašto trebao.	2
10	3	16	spomenimo i to da u završnici álvarez prethodno postojeće body horror elemente podiže na sasvim novu razini stvaranjem jednog posebno odvratnog hibridnog čudovišta, no većina filma zapravo se svodi na dobro režirane jurnjave uskim hodnicima svemirske postaje s mnogo sluzi, kiseline i ružnih osmjeha ksenomorfa koji zajedno čine sasvim zadovoljavajući novi izlet u jedan od omiljenih znanstevno-fantastičnih svjetova iz zadnje polovice stoljeća.	0
10	3	17	za to su djelomično zaslužni i speany i jonsson koji svojim izvedbama unose dovoljno života da za njihove likove iskreno i navijamo.	0
10	3	18	“romulus” je lako mogao ispasti i boljim filmom od ovoga kojega smo dobili, no svakako je mogao ispasti i mnogo, mnogo gore.	3
10	3	19	ovako po prvi put nakon nekoliko desetljeća možemo iskreno poželjeti i potencijalni nastavak.	0
10	3	20	premda bismo vjerojatno ipak najradije vidjeli što bi snimio neill blomkamp.	1
10	4	1	želio bih pozvati sve koji su iznenađeni kada čuju da su redatelj fede álvarez i alien spoj napravljen u svemirskom paklu da prestanu čitati ovo i pogledaju njegov remake evil dead iz 2013. (ali, kao, da se vrate poslije.)	0
10	4	2	bio je to prvi puta u 20 godina da je otvoren necronomicon, a obožavatelji horora pripisali su opstanak omiljene franšize naporima mladog redatelja.	1
10	4	3	ta je vjera nagrađena jednim od najučinkovitijih remakeova horora ikada, a ta sposobnost da se poštuje i modernizira sveti tekst žanra najočitije je objašnjenje uspjeha filma alien: romulus.	0
10	4	4	poput klinca u frojdovskoj noćnoj mori trgovine slatkišima, álvarez se sprema na gozbu vanzemaljske ikonografije i kriptozoologije s krajnjim veseljem, čak i posebno u scenama haosa od kojeg mu drobe kosti.	0
10	4	5	alien: romulus destilira franšizu u njen najfunkcionalniji, fokusirani oblik.	0
10	4	6	i kad jednom počne kuhati, ne posustaje.	0
10	4	7	odozgo prema dolje, alien: romulus prikazuje uzoran produkcijski dizajn koji, iako nagovještava ono što dolazi u alienima postavljenim u budućnost, mnogo više duguje totemskim teksturama originalnog filma ridleya scotta.	0
10	4	8	industrijski futurizam originalnih scenografija michaela seymoura sjajno je repliciran u neispravnoj stanici renaissance, obojenoj crvenim svjetlima upozorenja i vretenastim crnim bojama ksenomorfologije h. r. gigera dok se utkaju u tu estetiku prijeteći kao i uvijek.	0
10	4	9	alien: romulus također predstavlja nedvojbeno najkohezivniju mješavinu računalno generiranih i praktičnih tehnika korištenih za oživljavanje lokacija, stvorenja i učinaka ozljeda u franšizi.	0
10	4	10	izreka kaže da je najbolji cg onaj koji ne primjećujete, a ovdje je tim postigao uglavnom besprijekoran spoj svih tih elemenata.	0
10	4	11	ironija je u tome što moram odmah proturječiti samom sebi: postoji nekoliko trenutaka – posebno u trećem činu – u kojima možete jasno zaključiti da álvarez snima krupni plan lažnih glava ksenomorfa koje raznosi.	2
10	4	12	no ti trenuci, ili vremena kada možete pratiti korištenje minijature, jednako dobro dočaravaju prva dva filma franšize kao i bilo koji ikonični film ili rekreirani snimak.	0
10	4	13	álvarez stvarno pušta romulusa da diše kroz svoj prvi čin, uzimajući vremena da uspostavi središnji odnos između rain (cailee spaeny) i androida andyja (daniel jonsson), koji žive kao braća i sestre u ropstvu u weyland-yutanijevoj koloniji jackson’s star.	0
10	4	14	u očajničkoj želji da napuste tamu kolonije koja je vječno lišena sunca – koju álvarez prikazuje kao metalni pakleni krajolik koji priliči terminatoru – rain i andy ponovno se povezuju sa svojim starim prijateljima čistačima, posadom corbelana iv.	1
10	4	15	rainova snalažljiva priroda i zaštitnički odnos prema njezinom sintetičkom bratu i sestri brzo pridobiju publiku na njezinu stranu, a kao izvođač, spaeny radi sjajan posao uvjerljivo prizemljujući rain u užas iz trenutka u trenutak mlade odrasle osobe koja prvi put upada u veliki, zastrašujući svijet i otkrili da je gori nego što su mogli zamisliti.	0
